-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,,,,,,,,,,,,,,,,,,,,,,,,-46.063087,-52.285236,-58.513424,-64.523491,-70.597313,-76.711411,-82.865768,-88.872482,-94.946312,-100.85235,-106.85235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.69,,,,,,,,,,,,,,,,,,,,,-15.696644,-21.874496,-27.946308,-34.299328,-40.533558,-46.762417,-52.875168,-59.001343,-65.10067,-71.308723,-77.382553,-83.516777,-89.489929,-95.543625,-101.81879,-107.96645,-114.08054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.68,,,,,,,,,,,,,,,,,,,,2.1602013,-4.049933,-10.352349,-16.472483,-22.822819,-29.096643,-35.352348,-41.527515,-47.724831,-53.85973,-60.123489,-66.248322,-72.422821,-78.469795,-84.597313,-90.919464,-97.127518,-103.30872,-109.60403,-115.79195,-121.98658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,,,,,,,,,,,,,,,,,,,21.311409,13.691946,7.2966442,1.0674497,-5.031074,-11.580537,-17.731544,-24.04698,-30.295973,-36.602684,-42.783894,-49.094631,-55.255703,-61.510067,-67.624161,-73.845634,-80.214767,-86.476509,-92.704697,-99.060402,-105.31544,-111.57047,-117.86577,-124.10067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66,,,,,,,,,,,,,,,,,,38.604698,32.197315,24.795301,18.404697,12.162416,5.7461743,-0.19737583,-6.8765101,-13.018121,-19.460403,-25.857046,-32.078522,-38.42416,-44.679195,-51.008724,-57.164429,-63.476509,-69.892616,-76.234901,-82.523491,-88.932884,-95.234901,-101.55034,-107.92618,-114.18792,-120.65771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,,,,,,,,,,,,,,,,,58.495972,49.404026,42.873154,35.795303,29.376511,23.095974,16.743624,10.275839,3.8773825,-2.3928187,-8.8161077,-15.277852,-21.555033,-27.962416,-34.313423,-40.702686,-46.91745,-53.382549,-59.818119,-66.194633,-72.530205,-79.026848,-85.369125,-91.765099,-98.154366,-104.51007,-111.02013,-117.50336,-124.00671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.64,,,,,,,,,,,,,,,,,66.610741,59.887249,52.902012,46.444294,39.971813,33.620804,27.194632,20.686577,14.308724,7.8926172,1.3780537,-5.0385904,-11.46443,-17.891947,-24.332886,-30.833557,-37.102684,-43.606712,-50.095974,-56.609394,-62.959732,-69.523491,-75.926178,-82.315437,-88.791946,-95.234901,-101.72483,-108.26846,-114.80537,-121.32215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.63,,,,,,,,,,,,,,,,84.973152,76.932884,70.355705,63.496643,56.840267,50.281208,43.838924,37.404026,30.816107,24.359732,17.890604,11.368457,4.6572485,-1.6502684,-8.1624165,-14.652349,-21.224833,-27.60537,-34.148994,-40.68322,-47.272484,-53.733559,-60.320805,-66.751678,-73.181206,-79.671143,-86.167786,-92.738258,-99.288589,-105.8792,-112.42282,-119.08725,-125.65771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,,,,,,,,,,,,,,,101.34229,94.590607,87.080536,80.469795,73.758392,67.221474,60.664429,53.857048,47.407383,40.74094,34.202686,27.659731,21.057718,14.297316,7.9355702,1.3392618,-5.1329532,-11.852349,-18.292618,-24.908054,-31.478523,-38.075169,-44.671143,-51.311409,-57.800671,-64.248322,-70.771812,-77.302017,-83.879196,-90.523491,-97.114098,-103.69798,-110.37584,-116.97987,-123.51007,-130.06711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.61,,,,,,,,,,,,,,,110.7651,103.97987,96.89933,90.228188,83.583893,77.046982,70.375839,63.778522,56.962418,50.279194,43.632885,37.035572,30.378523,23.647652,17.02953,10.54698,3.7966442,-2.8410738,-9.3791943,-16.040939,-22.669128,-29.284563,-35.930202,-42.623489,-49.150337,-55.68121,-62.214764,-68.771812,-75.382553,-82.046982,-88.644295,-95.255035,-101.9396,-108.62416,-115.13423,-121.74496,-128.3557,-134.7718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6,,,,,,,,,,,,,,126.98658,120.0604,113.2349,106.51678,99.785233,93.194633,86.577179,79.845634,73.134232,66.557045,59.559059,52.85302,46.181881,39.42416,32.689934,26.066442,19.324833,12.726846,5.8699327,-0.62671143,-7.3738256,-14.030872,-20.725504,-27.383221,-34.059731,-40.657719,-47.24094,-53.865101,-60.433556,-67.046982,-73.697983,-80.369125,-86.979866,-93.671143,-100.38255,-106.93288,-113.54362,-120.18792,-126.61745,-133.18791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.59,,,,,,,,,,,,,,,129.10738,122.24832,115.79195,108.99329,102.41611,95.738258,88.91275,82.127518,75.496643,68.684563,61.919464,54.955704,48.152348,41.316109,34.657719,27.915436,21.096643,14.412752,7.7275167,0.95993286,-5.7197313,-12.434899,-19.152349,-25.889933,-32.448994,-39.089931,-45.719463,-52.361744,-59.028858,-65.657715,-72.288589,-78.959732,-85.664429,-92.409393,-98.973152,-105.63087,-112.27517,-118.69798,-125.34229,-132.01343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.58,,,,,,,,,,,,,,,,131.16779,124.81879,117.97987,111.37584,104.65771,97.771812,90.879196,84.181206,77.308723,70.503357,63.731544,56.634899,49.768456,43.030872,36.241611,29.397316,22.583221,16.001343,9.1201344,2.3220806,-4.3122149,-11.062416,-17.842281,-24.430201,-31.030201,-37.72953,-44.366444,-51.10067,-57.775169,-64.375839,-71.073822,-77.81208,-84.550339,-91.154366,-97.765099,-104.45638,-110.89933,-117.52349,-124.2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.57,,,,,,,,,,,,,,,,139.79866,133.51678,126.61074,119.93288,113.18792,106.18792,99.288589,92.496643,85.617447,78.731544,71.946312,65.046982,57.871811,51.057716,44.255703,37.342281,30.494631,23.757719,16.963758,10.190604,3.3996644,-3.2313423,-10.097316,-16.651007,-23.313423,-29.993288,-36.687248,-43.379868,-50.085236,-56.757717,-63.422817,-70.161072,-76.932884,-83.510071,-90.18792,-96.859062,-103.34899,-109.97987,-116.71141,-123.31544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.56,,,,,,,,,,,,,,,,,141.91946,134.93959,128.22148,121.36913,114.37584,107.36913,100.5302,93.604027,86.671143,79.832214,72.906044,65.959732,58.889263,52.022148,45.126175,38.211411,31.47718,24.632885,17.82349,11.091275,4.3082552,-2.4390604,-9.0476513,-15.726174,-22.448322,-29.083893,-35.834229,-42.51812,-49.23423,-55.99329,-62.677853,-69.422821,-76.033554,-82.731544,-89.362419,-95.91275,-102.53691,-109.28188,-115.91946,-122.44296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.55,,,,,,,,,,,,,,,,,150.11409,143.08725,136.24161,129.36913,122.28188,115.27517,108.36913,101.42282,94.476509,87.590607,80.651009,73.637581,66.818794,59.64027,52.700001,45.768456,39.048321,32.171143,25.359732,18.551678,11.816778,5.0174499,-1.5522147,-8.2362413,-14.963758,-21.614094,-28.339598,-35.109394,-41.806042,-48.54631,-55.294632,-62,-68.604027,-75.315437,-81.98658,-88.536911,-95.18792,-101.89933,-108.56376,-115.08725,-121.83221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.54,,,,,,,,,,,,,,,,,,150.92618,143.96645,137.02684,129.93289,122.86577,115.89262,108.9396,101.94631,95.046982,88.053688,81.053688,74.234901,67.248322,60.05302,53.102013,46.348324,39.447651,32.673153,25.900671,19.126846,12.338926,5.6998658,-0.96422821,-7.6758389,-14.362416,-21.073826,-27.818121,-34.553692,-41.216778,-48.005367,-54.811409,-61.335571,-68.073822,-74.765099,-81.315437,-87.973152,-94.751678,-101.38926,-107.8792,-114.67114,-121.30202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.53,,,,,,,,,,,,,,,,,,158.54362,151.52348,144.51678,137.38255,130.26175,123.27517,116.28859,109.28859,102.38255,95.375839,88.342285,81.543625,74.530205,67.523491,60.563759,53.595303,46.732216,39.89933,33.099998,26.345638,19.579195,12.957718,6.2738256,-0.21542953,-7.1134229,-13.843624,-20.591274,-27.251007,-34.031544,-40.771141,-47.568455,-54.180538,-60.865772,-67.577179,-74.08725,-80.79866,-87.536911,-94.167786,-100.73826,-107.48322,-114.10738,-120.75168,-127.31544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.52,,,,,,,,,,,,,,,,,,,158.73154,151.69798,144.55034,137.39597,130.42953,123.40939,116.40939,109.42282,102.4698,95.463089,88.577179,81.630875,74.597313,67.610741,60.852348,53.727516,46.952351,40.182549,33.327518,26.648323,20.020134,13.33557,6.5785236,-0.0068758391,-6.7818794,-13.539598,-20.187248,-26.928188,-33.713425,-40.508053,-47.15369,-53.861744,-60.503357,-67.053688,-73.744965,-80.510071,-87.154366,-93.691277,-100.44966,-107.0604,-113.69798,-120.28188,-126.9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.51,,,,,,,,,,,,,,,,,,,165.79195,158.71812,151.51007,144.38255,137.349,130.38255,123.34899,116.42282,109.40269,102.37584,95.557045,88.543625,81.536911,74.516777,67.751678,60.919464,53.883221,47.122147,40.360401,33.517448,27.03557,20.322819,13.577181,6.8758388,0.10650335,-6.5671139,-13.225503,-19.957047,-26.696644,-33.535572,-40.119465,-46.860401,-53.577854,-60.083893,-66.738258,-73.496643,-80.140938,-86.738258,-93.456375,-100.07382,-106.71141,-113.31544,-119.96645,-126.63758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5,,,,,,,,,,,,,,,,,,,172.67786,165.59732,158.37584,151.19463,144.22148,137.24161,130.24161,123.26846,116.30202,109.28188,102.44966,95.429527,88.348991,81.409393,74.630875,67.8255,61.067116,54.047649,47.282551,40.52953,33.902683,27.293961,20.508053,13.891275,7.1510067,0.20578523,-6.238255,-12.933558,-19.684565,-26.486578,-33.080536,-39.853691,-46.563759,-53.095303,-59.850334,-66.536911,-73.1745,-79.738258,-86.469795,-93.120804,-99.731544,-106.34899,-112.97987,-119.66443,-126.30872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.49,,,,,,,,,,,,,,,,,,,,172.22148,165.08725,157.91275,150.88591,143.89932,136.91275,130,123.02685,116.01342,109.18792,102.14765,95.194633,88.1745,81.429527,74.590607,67.805367,61.073826,54.067116,47.346981,40.831543,34.014095,27.37047,20.683893,13.997987,7.2684565,0.30008054,-6.0500002,-12.805369,-19.595303,-26.183222,-32.991947,-39.677853,-46.211411,-52.926846,-59.682549,-66.288589,-72.872482,-79.563759,-86.241608,-92.8255,-99.436241,-106.06712,-112.75839,-119.40269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.48,,,,,,,,,,,,,,,,,,,,,171.69798,164.53691,157.51678,150.56375,143.57718,136.651,129.65771,122.66443,115.91275,108.89262,101.8792,94.906044,88.154366,81.389259,74.610741,67.91275,61.161076,54.206039,47.65369,40.92886,34.155704,27.566442,20.895302,14.171141,7.5120807,0.80644298,-5.8907385,-12.67651,-19.262417,-26.02953,-32.774498,-39.288589,-46.037582,-52.769127,-59.423489,-65.932884,-72.637581,-79.315437,-85.919464,-92.530205,-99.161072,-105.83221,-112.50336,-119.14765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.47,,,,,,,,,,,,,,,,,,,,,,170.99329,163.98657,157.06041,150.10738,143.1745,136.26175,129.28859,122.5302,115.45638,108.49664,101.51678,94.791946,88.080536,81.322151,74.583893,67.838928,61.147652,54.389935,47.659061,40.950336,34.23423,27.68792,20.938255,14.2651,7.5899329,0.88583893,-5.8217449,-12.453691,-19.177853,-25.915436,-32.506039,-39.19463,-45.959061,-52.616108,-59.185905,-65.852348,-72.476509,-79.127518,-85.711411,-92.342285,-99,-105.66443,-112.32886,-119.01342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.46,,,,,,,,,,,,,,,,,,,,,,,170.49664,163.57047,156.63759,149.7718,142.79866,135.81879,129.12752,122.10067,115.16107,108.16779,101.40939,94.778526,88.006714,81.315437,74.610741,67.91275,61.369129,54.447651,47.742283,41.079865,34.377853,27.740269,21.109396,14.408725,7.7174497,0.96946311,-5.595973,-12.349665,-19.070469,-25.604698,-32.361073,-39.111408,-45.775169,-52.343624,-59.02953,-65.610741,-72.268456,-78.859062,-85.516777,-92.1745,-98.8255,-105.42953,-112.14094,-118.83893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.45,,,,,,,,,,,,,,,,,,,,,,,,,163.04027,156.25504,149.2953,142.38927,135.61745,128.62416,121.74496,114.71812,108.03355,101.32886,94.637581,87.966446,81.275169,74.577179,68.08725,61.355705,54.42416,47.808052,41.116108,34.383221,27.865772,21.106041,14.425504,7.7402682,1.118255,-5.5799327,-12.316108,-18.838255,-25.557047,-32.336243,-39.02282,-45.606712,-52.279865,-58.89933,-65.476509,-72.093956,-78.744965,-85.436241,-92.033554,-98.691277,-105.38926,-112.02685,-118.74496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
